utterance,label
"Although the management admitted how devastating a gas explosion would be, Claymore and Tartan were not <disabled> with the first emergency call.",0
"Following Allo's introduction at Google I/O, Google was criticized by security experts and privacy advocates for having the end-to-end encryption <disabled> by default, which they argue leaves the app open to government surveillance.",0
"Nearly 15 hours after launch, the crew <disabled> the lights in the cabin and went to sleep.",0
They are <disabled> after approximately three seconds because the combustion process is then self-sustaining.,0
"When Lucent Technologies was experiencing financial troubles in 2000 and 2001, one out of every three fluorescent lights was <disabled> in the facility.",0
"In 2015, the company <disabled> their smaller electricity plants to demonstrate its commitment to clean aluminum production.",0
"To protect loggerhead sea turtles, a town ordinance stipulates that artificial lighting must be shielded so that it cannot be seen from the beach, or it must be <disabled> by 10:00 p.m. from May 1 to October 31 each year.",0
"During the night, the electrical power suddenly <disabled> and the radios went silent.",0
"He felt that it could have <disabled> ""core fans"" of the Mega Man X series and that X required a ""solid core title to reintroduce the character"" rather than a ""dark reimagining"".",0
"During World War II, the lighthouse was <disabled> due to German destroyer suspected to be in the area laying mines.",0
In resting muscle the enzyme is <disabled> to prevent wasteful degradation of the fuel but in response to nervous or hormonal signals the enzyme is switched on almost simultaneously to generate the energy supply.,0
"Additionally, using a screensaver with a flat panel or LCD screen instead of powering down the screen can actually reduce the lifetime of the display, since the fluorescent backlight remains lit and ages faster than it would if the screen were <disabled> completely.",0
"On 10 March, the submarine ran aground off Mudros when returning from a patrol, as the harbour lights used to aid navigation had been <disabled> in AE2's absence, which Stoker was not prepared for.",0
"Slade was also instructed to concentrate his brigade on Bienvenida, though he seems to have been <late> in moving.",0
"In Heidelberg the police were <late> in their response, but two professors and their students took the law into their hands and prevented a bloody pogrom.",0
"The birthday celebration begins and Milo splits his time between mingling with guests, cooking, and trying to contact the <late> Muhammed.",0
"Ernest Favenc, when writing on Australian exploration, commented on the relatively <late> European discovery of the river and that the river retained a name used by Indigenous Australians: Here we may remark on the tenacity with which the Murrumbidgee River long eluded the eye of the white man.",0
"To Clausel's intense frustration, Soult decided to wait for Reille's <late> corps to arrive and even took a nap.",0
"It was all too easy for a passenger hurriedly emerging from the front passenger seat to collide with and snap off a <late> indicator ""flipper"" that was still sticking out of the B-pillar, having not yet been safely returned by the time-basis return mechanism to its folded position.",0
"During the Battle of Fredericksburg in December, however, division commander Maj. Gen. Abner Doubleday placed Cutler in temporary command of the Iron Brigade for a few hours, dissatisfied with what he considered <late> execution of orders by Col. Meredith.",0
"The archaeologist Jacquetta Hawkes commented that in Crawford's editorials for Antiquity, he directed ""righteous indignation"" toward ""everybody from the State, Dominion and Colonial Governments, Universities and Museums, to <late> reviewers and careless proof-correctors"".",0
Two years later in The Carmelite she published her <sober> poem memorializing the suicide of local artist Ira Remsen.,0
"These <sober> works, inspired by Spain and painted in Barcelona and Paris, are now some of his most popular works, although he had difficulty selling them at the time.",0
"Without the light brought by the king of France, Florence might perhaps have never seen a more <sober> day than that which extinguished Mirandola's light.",0
Most of the cartoons Davenport drew during the 1896 campaign were simple in execution and <sober> in mood.,0
"The fifth track ""See You When You're 40"" is a <sober> and melodic ballad with a touch of symphonic air, featuring ""quasi"" trip hop beat.",0
"Lyrically, in comparison to its distant predecessor The Metamorphosis Melody (2011), The Aftermath has much more Nordic folk influences, including gothic metal songs with a <sober> social content as ""Ikje glem meg"" (about 2011 Utøya massacre) or ""The Aftermath"".",0
"The teachers at the Academy encouraged their students to study the antique, draw precisely and stick to the sober and <sober> palette typical of 19th century academic painting.",0
"Newtype USA stated in an article on Kanon that ""it's when the characters are eating something really tasty that they seem most beautiful and alive"", despite the <sober> setting and overall tone of the series.",0
"The Italian has a dark, mysterious and <sober> tone, and concerns the themes of love, devotion and persecution by the Holy Inquisition.",0
"She became an in-demand leading lady for major stars like Robert Taylor and Richard Widmark, often playing <sober> roles quite unlike the glamorous pinup photographs and Playboy pictorials she had become famous for in the late 1950s.",0
"Towards the end of his life, Dimitrescu began expanding his palette to cover more <sober> colors, while exploring compositions in which the background was stripped of details and usually of a dominant white.",0
"This public park receives at least two memorial events each year, one on January 19, (""that <sober> sabbath morn"") and the other on Memorial Day.",0
The album is mainly backed by acoustic guitar work and the lyrics on many of the tracks are a <sober> reflection of life in the mid-1990s in America and Mexico.,0
"It's a sound police procedural, a <sober> study of loss and redemption and, most of all, a grim effort to make sure that crimes against humanity are not forgotten.""",0
"After Japan declared war on the United States on 8 December 1941, Nagai had a <sober> presentiment: His city could be destroyed during this war.",0
The colors are <sober> and evoke a sense of his anxiety and loneliness.,0
"Of the two years in Paris, the work from 1886 often has the dark, <sober> tones of his early works from the Netherlands and Brussels.",0
"He was relieved of command of the Third Army on October 7, and in a <sober> change of command ceremony, Patton concluded his farewell remarks, ""All good things must come to an end.",0
"The aim of the party was to promote the social, <economical> and political well being of the Turkish Cypriot people.",0
"In the ""Industrialists Union"" he promoted and protected Croatian industry against Hungary and its <economical> policy in the Austro-Hungarian Empire.",0
"The strong mining industry, just like political, <economical> and social life, was ruled by some laws that were gathered in a codex divided into four books, better known as Breve di Villa Chiesa.",0
"Sahib at-Taba'a possessed large agricultural estates throughout the country, notably in the Sahel, where he supported its economy and helped to bring an end to the <economical> troubles in the olive oil industry.",0
"The Canadian Charter has little to say, explicitly at least, about <economical> and social rights.",0
"The Broad-Based Black Economic Empowerment Act (Act 53 of 2003) essentially works on the understanding that years of systemic racism contribute to contemporary <economical> woes, and that government intervention can stem the results of past racist regimes.",0
"He regarded his exposition of the virtues of the free market as his main contribution to policy, and the purpose for which his <economical> analysis was developed.",0
"García Márquez depicts a figure who was aware of the racial and social friction in Latin American society, feared debt, and warned against <economical> irresponsibility.",0
"However, the number of children left there rose into the tens of thousands per year, as a result of the desperate <economical> situation at the time, and in 1863 they were closed down and replaced by ""admissions offices"" where mothers could give up their child anonymously but could also receive advice.",0
"The Libyan government also viewed sharia's protection of private property, along with principles of Islamic law regarding contracts and commerce, as incompatible with a socialist <economical> programme.",0
The community is still growing today thanks to the continued development of Greenville as an industrial and <economical> center for eastern North Carolina.,0
"In a crucial contribution to the <economical> stability of post-war Europe, Attlee's Cabinet was instrumental in promoting the American Marshall Plan for the economic recovery of Europe.",0
The eruption of the Trevejo volcano has been the volcanic phenomenon that has had the greatest <economical> and social impact on the island of Tenerife.,0
The opening of Japan to uncontrolled foreign trade brought massive <economical> instability.,0
The Gilded Age was a period of <economical> growth as the United States jumped to the lead in industrialization ahead of Britain.,0
The city's selection to co-host the 2010 Winter Olympics was also a major influence on <economical> development.,0
"Agitation against Jewish students intensified during the <economical> recession of the 1930s and afterwards, as unemployment began to affect the Polish intellectual strata.",0
"In line with the Marxist-Leninist ideology of the government, the Constitution also granted social and <economical> rights not provided by constitutions in some capitalist countries.",0
"In 1935, along with Drieu La Rochelle, Paul Marion and Pierre Pucheu, he strongly criticised the republican government, publicly lamenting their inability to solve the <economical> crisis, and calling for a new technocracy (they used the term ""synarchy"") which would be capable, according to them, of dispensing with the problems posed by capitalism.",0
"In this context, the Jews played a major role in the <economical> life of the country, in commerce and crafts, but also in trading and banking.",0
"Giddens suggests that structures (traditions, institutions, moral codes, and other sets of expectations — established ways of doing things) are generally quite stable, but can be changed, especially through the <collateral damage> of action, when people start to ignore them, replace them, or reproduce them differently.",0
"The golden ratio seems to be reflected in many Egyptian constructions, including the pyramids, but its use may have been an <collateral damage> of the ancient Egyptian practice of combining the use of knotted ropes with an intuitive sense of proportion and harmony.",0
"Although free trade has helped businesses and consumers, it has had the <collateral damage> of leading companies to outsource jobs to areas where labor is cheapest.",0
The outcome of the controversy had the <collateral damage> that it strengthened the political position of the Democratic Party and weakened the Free-soilers allied with Holton.,0
"One <collateral damage> of the program has been to flood the Middle East's black market with weapons including assault rifles, mortars and rocket-propelled grenades.",0
"A supposedly <collateral damage> of the code, however, caused it to be more damaging: a computer could be infected multiple times and each additional process would slow the machine down, eventually to the point of being unusable.",0
"In theory, a super-intelligent AI would be able to bring about almost any possible outcome and to thwart any attempt to prevent the implementation of its top goal, many uncontrolled <collateral damage> could arise.",0
"The story hinges upon the enactment and subsequent <collateral damage> of several important pieces of U.S. gun control legislation and regulation: the National Firearms Act of 1934, the Gun Control Act of 1968, the Firearm Owners Protection Act of 1986, the Assault Weapons Importation Ban enacted by Presidential executive order in 1989 and the Federal Assault Weapons Ban of 1994.",0
"Although this last attempt also failed, it had the <collateral damage> of robbing the Russian Navy of one of its most brilliant naval officers, Admiral Stepan Makarov.",0
"The RF <dismissed> the April 1962 Federal elections, deeming them irrelevant, and instead concentrated on the Southern Rhodesian elections that were due at the end of the year.",0
"The joke received a censor note from the Fox network's censors because they did not want such jokes on the show, but the producers <dismissed> the note and the joke appeared in the episode when it aired.",0
"He <dismissed> the realist fiction of his American contemporaries in favor of French surrealists and British and Irish poets of the 1890s, in particular Oscar Wilde.",0
"After this arrest, he agreed to testify for the government about the activities of the Knights; his testimony implicated others but <dismissed> his own deep involvement in antigovernment plots.",0
"Mezhirov was among what has been called a ""middle generation"" of Soviet poets that <dismissed> themes of communist ""world revolution"" and instead focused on Soviet and Russian patriotism.",0
"Dirty diapers may be <dismissed> or deliberately left until the mother returns.""",0
"McCann was medically classified to be repatriated to Australia on a hospital ship, but <dismissed> these orders and returned to his battalion in France in November.",0
"At the most important garrison, that of Peshawar close to the Afghan frontier, many comparatively junior officers <dismissed> their nominal commander, General Reed, and took decisive action.",0
This was a stricter interpretation than what had prevailed in the 19th century; it <dismissed> the many mixed families in the state and went against commonly accepted social rules of judging a person by appearance and association.,0
"When one of the board members, Ai Nagai, tried to question the decision, her questions were <dismissed> by the board presidency.",0
"I thought Americans <dismissed> my films because of the SM theme, since these movies give the impression of being abusive toward women.",0
"For more than 150 years, he is kept secret, being studied only one problem at a time, under the direct control of the Inoue house; the very existence of the book is <dismissed> by the other three houses (Hon'inbō, Hayashi and Yasui).",0
"With this lawsuit, filed in 1984, Thurman was the first woman in America to sue a town and its police department for violating her civil rights, claiming the police had <dismissed> the violence because she was married to the perpetrator.",0
"This was true, but it <dismissed> the fact that she would have to return to Erdington to obtain her working clothes in the morning.",0
"He has fully <dismissed> his place of death and burial and other ""domestic"" Finnish interests, which were much more apparent in folk traditions.",0
"Although electoral fraud was common, it was not <dismissed> by the Emperor, politicians or observers of the time.",0
This aspect of her personality was <dismissed> until the 17th century and was then used and amplified by Pierre de Brantôme.,0
"In those periods when North Korea was on better terms with Japan than with South Korea, North Korean propaganda essentially <dismissed> the Liancourt Rocks dispute.",0
"Khalid <dismissed> Cave's warning, and his forces began mustering in the Palace Square under the command of Captain Saleh of the palace bodyguard.",0
"Schopenhauer believed that Kant had <dismissed> inner experience, as intuited through the will, which was the most important form of experience.",0
"When lodging in barracks was introduced, discipline improved considerably, though conflicts with residents did not <perish> entirely.",0
Some lakes <perish> because of human development factors.,0
"In February 2009, Reznor posted his thoughts about the future of Nine Inch Nails on NIN.com, stating that ""I've been thinking for some time now it's time to make NIN <perish> for a while.""",0
Glaciologists believe the remaining glaciers in Wyoming will <perish> by the middle of the 21st century if the current climate patterns continue.,0
"Areas <perish> into the medium, an integral part of the work, giving an impression of infinity, forming impalpable elements and ethereal shapes.",0
"The term ""Nanban"" did not <perish> from common usage until the Meiji Restoration, when Japan decided to Westernize radically in order to better resist the West and essentially stopped considering the West as fundamentally uncivilized.",0
"In 1952 the ride along the coast was abandoned for nine years, then returned in 1961, only to <perish> again in 1964.",0
"The implementation of CITES in 1973 finally brought about significant hunting reductions, although demand did not <perish> entirely: in the 1980s, pelt prices were as high as US$250 on the European market.",0
"In 2005, a quick survey of older Tibetans reveals they regret these changes, and fear that the horse will eventually <perish> completely.",0
"During the French military occupation that began Maximilian I of Mexico to the throne in 1864, various French military lodges, dependent on the Grand Orient de France, arrived in Mexico, but <perish> when the French leave the country.",0
The magic word to appear and <perish> Lupin.,0
At this point the Liaoning culture artifacts begin to <perish> from the northeast China area.,0
"The Deputy Director of the Zoo, Dwight Lawson commented: This is the second time in my career that I have literally seen one of the very last of its kind die and an entire species <perish> forever with it.",0
"In the late 1970s, the club will gradually <perish> from the French basketball landscape before climbing into the antechamber of the elite for the 2011-2012 season.",0
Between Fleischbank and the Goinger Halt is a small cirque glacier that will probably <perish> soon as average temperatures rise.,0
"It would seem easier to rely on the planning of use-values in a rational way, which because there is no duplication, would be produced more cheaply and be of a higher quality""... ...""Although money, and so monetary calculation, will <perish> in socialism this does not mean that there will no longer be any need to make choices, evaluations and calculations ... Wealth will be produced and distributed in its natural form of useful things, of objects that can serve to satisfy some human need or other.",0
"The committee chose to campaign against the slave trade rather than slavery itself, with many members believing that slavery would eventually <perish> as a natural consequence of the abolition of the trade.",0
It becomes more prominent with straining and may <perish> when the abdominal muscles are relaxed.,0
"The constructs suddenly <perish> as Larfleeze finds himself being attacked by the reanimated corpses of his Orange Lanterns, now members of the Black Lantern Corps.",0
"Lou Drapé is an imaginary horse mentioned in local folklore, which was supposed to walk at night around the ramparts of the city and take 50 to 100 children on his back, and <perish> to ""nowhere"".",0
"His uncompromising conservatism (including his role in the <demise> of the Whitlam federal government), his political longevity, and his leadership of a government that, in its later years, was revealed to be institutionally corrupt, made him one of the best-known and most controversial political figures of 20th century Australia.",0
The <demise> of the overall cyclol model generally led to a rejection of its elements; one notable exception was J. D. Bernal's short-lived acceptance of the Langmuir-Wrinch hypothesis that protein folding is driven by hydrophobic association.,0
"Yet, in the end, his independent character and his role as the protector of the Monophysite Church led to his <demise> and exile.",0
"During the second half of the 60s, Nero grew increasingly unpopular with the people and the army, leading to a number of rebellions which ultimately caused his <demise> and suicide in 68.",0
"Buddhism, as an institution, had a vested interest in the shogunate system, and therefore became a target of all the parties working for the <demise> of the shogunate.",0
Both Mōtsū-ji and Kanjizaiō-in were destroyed by fire in 1226 following the <demise> of the Northern Fujiwara dynasty.,0
Arthur consults the wizard Merlin who foretells the <demise> of the Round Table.,0
"Now, after listening to rumours, when you intend to kill someone who has made such achievements, you are actually taking the same path that led to the <demise> of Qin. — Fan Kuai Xiang Yu did not respond and he invited Fan Kuai to join the banquet.",0
The libertines' <demise> began with the February 1555 elections.,0
"In the Nazi regime, the city was seen as a traitor to the nation and a cause of the <demise> of man, and of the Aryan race in particular.",0
The second reason for Peterson's <demise> was the Patti Starr affair.,0
"Within a year Beria's <demise> caused the MVD to be split up again; after that, the MVD retained its ""internal security"" (police) functions, while the new KGB took on ""state security"" (secret police) functions.",0
"In 92 CE, the eunuchs entrenched themselves for the first time in the issue of the emperors' succession, causing a series of political crises which culminated in 189 CE with their <demise> and slaughter in the palaces of Luoyang.",0
"Whatever I saw with my own eyes, it fits the saying: ""The rise of something may be fast, but its <demise> is equally swift.""",0
The Hadjarai became important supporters of Idriss Déby's rebellion against the President and contributed to Habré's <demise> in 1990.,0
"The eagle-shaped clouds that appeared in Númenor were one of Tolkien's recurring associations with the <demise> of the island, just like the images of a sloping mountain and of an overwhelming wave; they were also introduced by him into two abandoned time-travel stories, The Lost Road and The Notion Club Papers.",0
"As soon as he speaks of the <demise> of the great Taira family, he is called back to Hell and just like the Taira family, he fades away.",0
"When the younger brother to a renegade police officer becomes the lawyer to the triad group, an argument between the two leads to the <demise> of the organization.",0
"In 1743, Lestocq forged the so-called Lopukhina Conspiracy in order to bring about the <demise> of the Chancellor Aleksey Bestuzhev.",0
Dharmasraya became an independent kingdom after the <demise> of Srivijaya in 1025.,0
The twin-seaters were withdrawn from Russian Air Force service and modified in accordance to a <special needs> by the Ethiopian Air Force.,0
"In these shows, Dan Desnoyers played the hottest new tracks and <special needs> from the listeners.",0
"When the Madagascan ambassadors were about to visit the United States and Europe in 1882, the Queen made a <special needs> of the president that Colonel Robinson be allowed to accompany them which he did and everywhere received the most distinguished attention.",0
"Though he apparently did not regularly offer photograph albums, he seems to have made some albums by <special needs> for foreign customers.",0
"He resigned his commission on 14 April 1920; at the <special needs> of his cousin, George V, he was granted the honorary rank of major.",0
"He left the colonial office in 1892, but afterwards took up his duties again for a few months at the <special needs> of Joseph Chamberlain.",0
"Various designs of freight wagon can adapt the <special needs> of handling and higher capacities, such as an 18-ton axle load in coal and pulp transport.",0
Some urban landscapes will give an idea of the passage of Torres-Garcia by New York were feverish spectacle of the business city <intoxicated> some time his artistic inquietude in search of its rhythm.,0
"This spectacle <intoxicated> Delvaux, supplying him with motifs that would appear throughout his subsequent work.",0
Holt was immediately <intoxicated> by the light and transparency that this medium offered.,0
"For the next two years he was <intoxicated> by color photography, and he did not return to The Steerage and other black-and-white photos until he learned to photograph using this new process.",0
"She seemed very powerful, and she <intoxicated> a room when she walked in.",0
"Seltzer's game and traveling troupe of skaters evolved and continued to have moderate growth, but it was not until November 29, 1948, when Roller Derby, broadcast on television from New York City's 69th Regiment Armory, <intoxicated> the nation.",0
"She insisted, in 1944, that when she grew up she was going to marry SS Adjutant Günther Schwägermann, having been <intoxicated> by the fact he had a fake eye.",0
"In 1942, the Kahler family moved to Sydney, where Gay continued this musical tradition when, at the age of two-and-a-half, she <intoxicated> commuters on Sydney's trams and buses as she sang for them.",0
"They initially seemed to be doing so, as athletic feats, like those of gymnast Olga Korbut and swimmer Mark Spitz <intoxicated> viewers.",0
His arguably most famous book Hatschi Bratschis Luftballon (Hatschi Bratschi's Balloon) <intoxicated> generations of children.,0
"The children's performances had <intoxicated> audiences, and the pair had made a considerable impression on European society.",0
"He did much reading, mainly Arctic history and classical literature, and thought about a possible return visit to Peru, a country which had <intoxicated> him during the Collingwood voyage.",0
The North <intoxicated> Puusepp so much that he decided to stay and work there.,0
"In 1947, his publisher Jean Solar encourages him to present his works to Jacques Hélian who was immediately <intoxicated> by her voice and personality.",0
"After witnessing the martial prowess of the Sanada at the Battle of Ueda, she and her father were <intoxicated> by them.",0
"One day, she happened to see a martial arts demonstration by Pai Chan and was amazed and <intoxicated> by the beauty and strength of her movements.",0
"Sarah was about fifteen when Churchill returned from the Continent in 1675, and he appears to have been almost immediately <intoxicated> by her charms and considerable good looks.",0
"Ravel and Delage were <intoxicated> by this concert.""",0
"He enlisted as a soldier, and soon became <intoxicated> by the flying machines he discovered during the conflict.",0
"At the age of 13, the future jazz guitarist Earl Klugh was <intoxicated> watching Atkins's guitar playing on The Perry Como Show.",0
"The most important industry in the last century was agriculture, which currently has only a <slim> importance.",0
"The spectrum of IK Pegasi A is classified as <slim> Am (or ""Am:""), which means it displays the characteristics of a spectral class A but is marginally metallic-lined.",0
"Because land value tax would apply to foreign land speculators, the Australian Treasury estimated that land value tax was unique in having a negative <slim> excess burden, meaning that it would increase long-run living standards.",0
"The <slim> area of the hindwing underside is divided by the veins, which are pale orange.",0
The apical black half-moon dot is distinctly separate from the black <slim> area.,0
"Polygamy, although rather <slim> in the period, is likewise forbidden, even if the second union is not ""formal:"" ""Whosoever being engaged in the bonds of matrimony shall contract another before the dissolution of the preceding shall be liable to a year's imprisonment and to a fine.""",0
"Reagan's policies proposed that economic growth would occur when <slim> tax rates were low enough to spur investment, which would then lead to higher employment and wages.",0
"According to Yamaguti (1963), the chief adhesive organ of the monogeneans, the haptor, is posterior, more or less discoid, muscular, may be divided into alveoli or loculi, is usually provided with anchors, has nearly always <slim> larval hooklets, or is in a reduced form with anchors.",0
"A little <slim> in the party, but strongly supported by Roland Leroy, Elleinstein used a freedom of tone that brought him closer to the Italian or Spanish communists.",0
"Alongside their commercial potential, many of the underused crops also provide important environmental services, as they are adapted to <slim> soil and climate conditions.",0
"The Economic Recovery Tax Act of 1981 cut the top <slim> tax rate from 70% to 50%, lowered the capital gains tax from 28% to 20%, more than tripled the amount of inherited money exempt from the estate tax, and cut the corporate tax.",0
"Recently, the government of Álvaro Uribe has initiated a number of complementary policies to accelerate increases in access to water and sanitation services, such as the strengthening of the roles of departments in the governance of the sector, a program for <slim> urban neighborhoods and an increase in investments for wastewater treatment.",0
The company had <slim> successes during the early 1990s.,0
We know that the MRTS is equal to the ratio of the <slim> products of the two inputs.,0
"P. VII – A manuscript of the Book of Isaiah, heavily deteriorated, with Coptic (Old Fayumic) <slim> notes, dated to the 3rd century.",0
"The first unambiguous published statement of any sort of theory of <slim> utility was by Daniel Bernoulli, in ""Specimen theoriae novae de mensura sortis"".",0
"After Frydenberg's defeat, federal Treasurer and deputy Liberal leader Peter Costello, who represented the nearby seat of Division of Higgins, encouraged him to run for pre-selection in Chisholm, a <slim> electorate neighbouring Kooyong, held by Anna Burke of the ALP.",0
"The political differences between the GPV and SGP, the two other orthodox Protestant parties, were <slim> and based on theological differences.",0
"The most available reprinting of its New Testament portion (minus its <slim> notes) can be found in the fourth column of the New Testament Octapla edited by Luther Weigle, chairman of the translation committee that produced the Revised Standard Version.",0
"Finally, Tainter musters modern statistics to show that <slim> returns on investments in energy (EROEI), education and technological innovation are diminishing today.",0
"Nozura dōrō (野面灯籠) are lanterns made with rough, <underdeveloped> stones (see photo in the gallery).",0
"(On May 30, appeals to Confederate President Jefferson Davis caused Beauregard to <lay off> and send 7,000 men, the division of Maj. Gen. Robert Hoke, to join Lee.)",0
"In the run-up to 2011 International Women's Day, the Red Cross called on States and other entities not to <lay off> in their efforts to prevent rape and other forms of sexual violence that harm the lives and dignity of countless women in conflict zones around the world every year.",0
"This time, however, Romney did not <lay off> and once again proposed the housing laws at the regular 1968 session of the legislature.",0
"Since Belgium was also dependent on Germany for the imports of food it needed, the Committee was always <disadvantaged> during negotiations.",0
"However, this means they are <disadvantaged> on the international market, because their inputs are comparatively expensive.",0
"By late August, the UN command had more combat soldiers in Korea than the North Koreans did, and UN superiority over the air and sea meant the North Koreans were <disadvantaged> which was growing daily.",0
"Consequently, ""Understanding power and patriarchy helps us to analyze how male-dominated economic institutions actually function and why women are often <disadvantaged> in the workplace.""",0
"There are relatively few complaints on record from the enlisted men about their outdated muskets, although one veteran of the 88th New York recalled that ""we were sometimes <disadvantaged> because of the short range"", and that he had to pick up a discarded rifle from the field at Antietam to deal with Confederate skirmishers.",0
"Many of those Germans who immigrated directly from Germany were assimilated with the upper middle class of Buenos Aires, but maintained strong ties to German culture, providing high-quality German instruction so that their children would not be <disadvantaged> when they returned to Germany.",0
"Unlike the other Serer groups, the Palors, especially those from poorer families, are <disadvantaged> educationally, because there is little or no educational facilities in their own region.",0
"One of the topics covered in Yokoi’s treatise was on state religion, in which Yokoi commented that although Japan had Buddhism, Shinto, and Confucianism, it lacked a true national religion in the manner of western nations, and that this lack was a weakness in the Japanese kokutai, which placed Japan <disadvantaged> to the western powers.",0
"Jinnah feared that at the end of the British presence in the subcontinent, they would turn control over to the Congress-dominated constituent assembly, putting Muslims <disadvantaged> in attempting to win autonomy.",0
"They also sought to support the finding that sales agents who are better informed about their products may, in fact, be <disadvantaged> against other, less-informed agents when selling their products.",0
"Those religious groups most favoured by the 1943 formula sought to preserve it, while those who saw themselves <disadvantaged> sought either to revise it after updating key demographic data or to abolish it entirely.",0
"Following the appointment at San Luigi dei Francesi, he was associated with Cardinal Montalto, a <wealthy> and influential patron of art and music, and may have served as teacher, composer, and archivist for the Cardinal at his church, San Lorenzo in Damaso.",0
"In one, he was raised by his mother, Princess Yaegiri, daughter of a <wealthy> man named Shiman-chōja, in the village of Jizodo, near Mount Ashigara.",0
"The east part, called ""østergården"", was dominated by the common sailors and fishermen, while the western part, ""vestergården"", was dominated by the <wealthy> shipowners.",0
"In the 1930s, ""Salon Kitty"" was a high-class brothel located at 11 Giesebrechtstrasse in Charlottenburg, a <wealthy> district of Berlin.",0
"Chunhyang falls in love with Mongnyong, a <wealthy> aristocrat, but he must leave to the capital to train to be a government official.",0
Her works are frequently set in the <wealthy> Seoul neighborhood of Gangnam .,0
"According to The Times, instead of being supported by a mass membership, as AI is, HRW depends on <wealthy> donors who like to see the organization's reports make headlines.",0
"McClure was a <wealthy> idealist who was one of the co-founders of the failed utopian settlement of New Harmony, Indiana.",0
"Flag Hill: The elite district, full of bankers, officials, <wealthy> artists, and captains of industry.",0
"But there he finds that the leader who is suggesting others to resist child marriage, is himself organizing his minor daughter's marriage with a <wealthy> person.",0
"Many of Lowell's <wealthy> industrialists are buried here, under ornate Victorian tombstones.",0
Porada was born in Vienna to a <wealthy> family.,0
"Pelham was the son of Thomas Pelham and his wife Annetta, daughter of <wealthy> merchant George Bridges (d.1714) of Pera, Constantinople by his wife Anetta, a local girl.",0
"Once back home, the rulers and <wealthy> aristocrats looking to buy the sweet wines they enjoyed in the East.",0
"In 1653, the government forbade anyone from moving their residence to one of the major cities, and imposed a number of sumptuary laws intended to reduce gratuitous spending; the bureaucratic elite may have been more <wealthy> than the Ryukyuan peasantry, but they were by most scholarly accounts still quite poor compared to the aristocrats in China and Japan.",0
From the middle of the 18th century <wealthy> traders were building homes on the coast.,0
"When the authority of the central government declined in the late Eastern Han period, many commoners living in such hamlets were forced to flee their lands and work as tenants on large estates of <wealthy> landowners.",0
"The owners and reasons for burial of the hoard are unknown, but it was carefully packed and the contents appear consistent with what a single very <wealthy> family might have owned.",0
"By the end of the Republic, and still more during the imperial period, the territory of Tusculum was a favorite place of residence for <wealthy> Romans.",0
"It is the oldest independent school in the province of Ontario, the third oldest in Canada, and is widely described as the country's most prestigious preparatory school, having many of Canada's most powerful and <wealthy> as graduates.",0
"Kano assigned him as his lookout and <custodian> of a portal leading to Outworld, but Tremor was eventually defeated by Jax.",0
"Utamaro took advantage of this rivalry in his art, going as far as to portray the two tearoom beauties in tug-of-war and other competitions, with deities associated with their neighbourhoods supporting them: Buddhist <custodian> deity Acala was associated with Yagenbori, and supported Hisa; Guanyin, the Goddess of Mercy, was associated with the temple Sensō-ji in Asakusa, and supported Kita.",0
"Through the Guardianship of Infants Act in 1886, women could be made the sole <custodian> of their children if their husband died.",0
"Following the Meiji Restoration, Naritami became the <custodian> of the young Tokugawa Iesato, overseeing his education.",0
"Fairfax resigned his command on the passing of the Self-denying Ordinance, but remained a member of the Committee for the Government of Yorkshire and was appointed, on 24 July 1645, <custodian> of the manor of Pontefract.",0
"She says she permitted her hand to be guided and that she wrote a line in a very different style from her own with the words: ""I am your <custodian> Angel and my name is Daniel.""",0
"1189 (Bunji 5, 7th–9th month): In the Ōshū War, he served as one of the commanders of the Kamakura administration forces, and arrested a <custodian> of Fujiwara no Yasuhira.",0
"In 1984, along with all other remaining Vulcans, XM607 was retired from active service, and was preserved as the gate <custodian> at Waddington.",0
"Her unexpected wealth and fame were such that the Duke of Northumberland took on a role as her self-appointed <custodian> and founder of a trust, established to look after the donations offered to her.",0
"During the Tokugawa period, some of the Shinto gods, especially Hachiman, Myoshin, Shinmei and Tenjin, ""came to be seen as <custodian> deities of nanshoku"" (male–male love).",0
A Makara Torana and two <custodian> stones are placed on top of the staircase.,0
"His declining health made him more and more dependent on Fanny, whilst he sought to act as her <custodian> while Horatio was away.",0
The motifs seem to illustrate the faltering steps and a despairing heart of the <custodian> summoned before his master.,0
"Dol hareubangs produced from 1763 to 1765 once stood outside the eastern, western, and southern gates of the Jeju City fortress as <custodian> deities.",0
"Since Mustafa Kemal Atatürk founded the modern secular republic of Turkey in 1923, the Turkish military has perceived itself as <custodian> of Kemalism, the official state ideology, even though Atatürk himself insisted separating the military from politics.",0
"In his report to the pope, the Bosnian <custodian> later said that the missionaries converted around 50,000 members of that Church.",0
"In Chile, folklorist Oreste Plath attributed the invention of the drink to Elliot Stubb, an English <custodian> of a ship named Sunshine, who allegedly mixed Key lime juice, syrup, and ice cubes to create the cocktail in a bar, in 1872, in the port city of Iquique, which at that time was part of Peru.",0
"Lions were first presented to the Han court by emissaries from Central Asia and Persia, and by the sixth century AD they were already popularly depicted as <custodian> figures.",0
"On 28 November 1384, Jacquemart was paid for the first time by the <custodian> of John, Duke of Berry, to cover expenses he and his wife had incurred in Bourges, and he was also paid for his clothes for the coming winter.",0
"Hal Ozsan as Ezra, Liz's mysterious <custodian> hired by Reddington.",0
